gene	aRRA	aRRA p_value	aRRA FDR	significant	# signif. sgRNAs
LOC100130370	0.0383555760832	2.39E-01	1.00E+00	False	0
NQO1	0.0383555760832	2.39E-01	1.00E+00	False	0
OR4C15	0.0383555760832	2.39E-01	1.00E+00	False	0
CTDP1	0.0383555760832	2.39E-01	1.00E+00	False	0
MBTPS2	0.0383555760832	2.39E-01	1.00E+00	False	0
ZNF557	0.0383555760832	2.39E-01	1.00E+00	False	0
B3GALT1	0.0383555760832	2.39E-01	1.00E+00	False	0
STK3	0.0383555760832	2.39E-01	1.00E+00	False	0
SLC2A11	0.0383555760832	2.39E-01	1.00E+00	False	0
CNFN	0.0383555760832	2.39E-01	1.00E+00	False	0
IARS	0.0383555760832	2.39E-01	1.00E+00	False	0
OR13D1	0.0383555760832	2.39E-01	1.00E+00	False	0
UNC45B	0.0383555760832	2.39E-01	1.00E+00	False	0
GPLD1	0.0383555760832	2.39E-01	1.00E+00	False	0
SLC39A9	0.0383555760832	2.39E-01	1.00E+00	False	0
MAP4K1	0.0383555760832	2.39E-01	1.00E+00	False	0
CA8	0.0383555760832	2.39E-01	1.00E+00	False	0
UFC1	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-1537	0.0383555760832	2.39E-01	1.00E+00	False	0
TNIP3	0.0383555760832	2.39E-01	1.00E+00	False	0
SORT1	0.0383555760832	2.39E-01	1.00E+00	False	0
MIDN	0.0383555760832	2.39E-01	1.00E+00	False	0
GPR25	0.0383555760832	2.39E-01	1.00E+00	False	0
NPRL2	0.0383555760832	2.39E-01	1.00E+00	False	0
NAGK	0.0383555760832	2.39E-01	1.00E+00	False	0
FAM86B1	0.0383555760832	2.39E-01	1.00E+00	False	0
GFI1B	0.0383555760832	2.39E-01	1.00E+00	False	0
ORAI1	0.0383555760832	2.39E-01	1.00E+00	False	0
MED12	0.0383555760832	2.39E-01	1.00E+00	False	0
MED19	0.0383555760832	2.39E-01	1.00E+00	False	0
SLC30A4	0.0383555760832	2.39E-01	1.00E+00	False	1
CHAC2	0.0383555760832	2.39E-01	1.00E+00	False	0
C19orf77	0.0383555760832	2.39E-01	1.00E+00	False	0
DRAM2	0.0383555760832	2.39E-01	1.00E+00	False	0
EFNA5	0.0383555760832	2.39E-01	1.00E+00	False	0
NSMF	0.0383555760832	2.39E-01	1.00E+00	False	0
CDC45	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-3173	0.0383555760832	2.39E-01	1.00E+00	False	0
CACNA1F	0.0383555760832	2.39E-01	1.00E+00	False	0
BMP8A	0.0383555760832	2.39E-01	1.00E+00	False	0
ABCF2	0.0383555760832	2.39E-01	1.00E+00	False	0
PAX4	0.0383555760832	2.39E-01	1.00E+00	False	0
PEX12	0.0383555760832	2.39E-01	1.00E+00	False	0
FOXR1	0.0383555760832	2.39E-01	1.00E+00	False	0
OVOL2	0.0383555760832	2.39E-01	1.00E+00	False	0
OSBPL8	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-5690	0.0383555760832	2.39E-01	1.00E+00	False	0
CLSTN2	0.0383555760832	2.39E-01	1.00E+00	False	0
GSKIP	0.0383555760832	2.39E-01	1.00E+00	False	0
TIAM2	0.0383555760832	2.39E-01	1.00E+00	False	0
GSTM1	0.0383555760832	2.39E-01	1.00E+00	False	0
DUSP19	0.0383555760832	2.39E-01	1.00E+00	False	0
SLC25A40	0.0383555760832	2.39E-01	1.00E+00	False	0
OR10A2	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-7846	0.0383555760832	2.39E-01	1.00E+00	False	0
PACS1	0.0383555760832	2.39E-01	1.00E+00	False	0
MRPL55	0.0383555760832	2.39E-01	1.00E+00	False	0
TRIQK	0.0383555760832	2.39E-01	1.00E+00	False	0
NF1	0.0383555760832	2.39E-01	1.00E+00	False	0
LEPR	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-641	0.0383555760832	2.39E-01	1.00E+00	False	0
TBX15	0.0383555760832	2.39E-01	1.00E+00	False	0
GBF1	0.0383555760832	2.39E-01	1.00E+00	False	0
RWDD4	0.0383555760832	2.39E-01	1.00E+00	False	0
RWDD1	0.0383555760832	2.39E-01	1.00E+00	False	0
RIMBP2	0.0383555760832	2.39E-01	1.00E+00	False	0
TOMM20L	0.0383555760832	2.39E-01	1.00E+00	False	0
G3BP2	0.0383555760832	2.39E-01	1.00E+00	False	0
MTL5	0.0383555760832	2.39E-01	1.00E+00	False	0
PKP4	0.0383555760832	2.39E-01	1.00E+00	False	0
WNT3A	0.0383555760832	2.39E-01	1.00E+00	False	0
OR4K15	0.0383555760832	2.39E-01	1.00E+00	False	0
EHD4	0.0383555760832	2.39E-01	1.00E+00	False	0
GLUD1	0.0383555760832	2.39E-01	1.00E+00	False	0
TRIM11	0.0383555760832	2.39E-01	1.00E+00	False	0
BTC	0.0383555760832	2.39E-01	1.00E+00	False	0
C1orf226	0.0383555760832	2.39E-01	1.00E+00	False	0
ANKRD28	0.0383555760832	2.39E-01	1.00E+00	False	0
ADA	0.0383555760832	2.39E-01	1.00E+00	False	0
VIPAS39	0.0383555760832	2.39E-01	1.00E+00	False	0
CELF6	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-135a-1	0.0383555760832	2.39E-01	1.00E+00	False	0
IKBKB	0.0383555760832	2.39E-01	1.00E+00	False	0
EXO1	0.0383555760832	2.39E-01	1.00E+00	False	0
SERPINA10	0.0383555760832	2.39E-01	1.00E+00	False	0
RCL1	0.0383555760832	2.39E-01	1.00E+00	False	0
DUXA	0.0383555760832	2.39E-01	1.00E+00	False	0
RAB9A	0.0383555760832	2.39E-01	1.00E+00	False	0
MAGEB10	0.0383555760832	2.39E-01	1.00E+00	False	0
DOPEY1	0.0383555760832	2.39E-01	1.00E+00	False	0
ZBTB4	0.0383555760832	2.39E-01	1.00E+00	False	0
CARD16	0.0383555760832	2.39E-01	1.00E+00	False	0
ZNF517	0.0383555760832	2.39E-01	1.00E+00	False	0
OR11H2	0.0383555760832	2.39E-01	1.00E+00	False	0
ZNF16	0.0383555760832	2.39E-01	1.00E+00	False	0
LILRA5	0.0383555760832	2.39E-01	1.00E+00	False	0
NFE2L1	0.0383555760832	2.39E-01	1.00E+00	False	0
IAH1	0.0383555760832	2.39E-01	1.00E+00	False	0
CD93	0.0383555760832	2.39E-01	1.00E+00	False	0
LURAP1L	0.0383555760832	2.39E-01	1.00E+00	False	0
NABP1	0.0383555760832	2.39E-01	1.00E+00	False	0
ENPP5	0.0383555760832	2.39E-01	1.00E+00	False	0
ZNF285	0.0383555760832	2.39E-01	1.00E+00	False	0
IFNA8	0.0383555760832	2.39E-01	1.00E+00	False	0
LDHA	0.0383555760832	2.39E-01	1.00E+00	False	0
PLEKHG7	0.0383555760832	2.39E-01	1.00E+00	False	0
CCDC114	0.0383555760832	2.39E-01	1.00E+00	False	0
CCDC113	0.0383555760832	2.39E-01	1.00E+00	False	0
FAM81A	0.0383555760832	2.39E-01	1.00E+00	False	0
SRSF5	0.0383555760832	2.39E-01	1.00E+00	False	0
SRSF1	0.0383555760832	2.39E-01	1.00E+00	False	0
TSSK2	0.0383555760832	2.39E-01	1.00E+00	False	1
LPPR4	0.0383555760832	2.39E-01	1.00E+00	False	0
LPPR2	0.0383555760832	2.39E-01	1.00E+00	False	0
GOSR1	0.0383555760832	2.39E-01	1.00E+00	False	0
USH1C	0.0383555760832	2.39E-01	1.00E+00	False	0
TNFSF12-TNFSF13	0.0383555760832	2.39E-01	1.00E+00	False	0
GRXCR2	0.0383555760832	2.39E-01	1.00E+00	False	0
ISCA2	0.0383555760832	2.39E-01	1.00E+00	False	0
CPNE6	0.0383555760832	2.39E-01	1.00E+00	False	0
ZDHHC18	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-4739	0.0383555760832	2.39E-01	1.00E+00	False	0
HINT1	0.0383555760832	2.39E-01	1.00E+00	False	0
OR2A1	0.0383555760832	2.39E-01	1.00E+00	False	0
ATP13A2	0.0383555760832	2.39E-01	1.00E+00	False	0
LIPI	0.0383555760832	2.39E-01	1.00E+00	False	0
HDC	0.0383555760832	2.39E-01	1.00E+00	False	0
ZNF433	0.0383555760832	2.39E-01	1.00E+00	False	0
EIF4A1	0.0383555760832	2.39E-01	1.00E+00	False	0
PROB1	0.0383555760832	2.39E-01	1.00E+00	False	0
PEX5	0.0383555760832	2.39E-01	1.00E+00	False	0
PRB3	0.0383555760832	2.39E-01	1.00E+00	False	0
TIAF1	0.0383555760832	2.39E-01	1.00E+00	False	0
WDR35	0.0383555760832	2.39E-01	1.00E+00	False	0
WDR37	0.0383555760832	2.39E-01	1.00E+00	False	0
SLC25A19	0.0383555760832	2.39E-01	1.00E+00	False	0
NXPE1	0.0383555760832	2.39E-01	1.00E+00	False	0
PPP4C	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-548a-1	0.0383555760832	2.39E-01	1.00E+00	False	0
NPHP1	0.0383555760832	2.39E-01	1.00E+00	False	0
ARF6	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-548g	0.0383555760832	2.39E-01	1.00E+00	False	0
GAST	0.0383555760832	2.39E-01	1.00E+00	False	0
ACTA1	0.0383555760832	2.39E-01	1.00E+00	False	0
POMZP3	0.0383555760832	2.39E-01	1.00E+00	False	0
FYB	0.0383555760832	2.39E-01	1.00E+00	False	0
PSAPL1	0.0383555760832	2.39E-01	1.00E+00	False	1
ICOSLG	0.0383555760832	2.39E-01	1.00E+00	False	0
CYB561A3	0.0383555760832	2.39E-01	1.00E+00	False	0
HOXC8	0.0383555760832	2.39E-01	1.00E+00	False	0
POLR2L	0.0383555760832	2.39E-01	1.00E+00	False	0
TAB2	0.0383555760832	2.39E-01	1.00E+00	False	0
CXCL14	0.0383555760832	2.39E-01	1.00E+00	False	0
MTMR2	0.0383555760832	2.39E-01	1.00E+00	False	0
SCYL1	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-507	0.0383555760832	2.39E-01	1.00E+00	False	0
CCDC94	0.0383555760832	2.39E-01	1.00E+00	False	0
PI4K2A	0.0383555760832	2.39E-01	1.00E+00	False	0
TLR1	0.0383555760832	2.39E-01	1.00E+00	False	0
SSBP4	0.0383555760832	2.39E-01	1.00E+00	False	0
CYP11A1	0.0383555760832	2.39E-01	1.00E+00	False	0
NAA38	0.0383555760832	2.39E-01	1.00E+00	False	0
EID3	0.0383555760832	2.39E-01	1.00E+00	False	0
BBS12	0.0383555760832	2.39E-01	1.00E+00	False	0
RANBP2	0.0383555760832	2.39E-01	1.00E+00	False	0
HDGFRP3	0.0383555760832	2.39E-01	1.00E+00	False	1
SLC9A6	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-23a	0.0383555760832	2.39E-01	1.00E+00	False	0
C20orf85	0.0383555760832	2.39E-01	1.00E+00	False	0
C1QTNF2	0.0383555760832	2.39E-01	1.00E+00	False	0
CYS1	0.0383555760832	2.39E-01	1.00E+00	False	0
SLC12A9	0.0383555760832	2.39E-01	1.00E+00	False	0
NPFF	0.0383555760832	2.39E-01	1.00E+00	False	0
MGME1	0.0383555760832	2.39E-01	1.00E+00	False	0
MRPL37	0.0383555760832	2.39E-01	1.00E+00	False	0
MRPL32	0.0383555760832	2.39E-01	1.00E+00	False	0
PTCHD3	0.0383555760832	2.39E-01	1.00E+00	False	0
PPM1D	0.0383555760832	2.39E-01	1.00E+00	False	0
PP2D1	0.0383555760832	2.39E-01	1.00E+00	False	0
IL1RN	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-4750	0.0383555760832	2.39E-01	1.00E+00	False	0
STARD6	0.0383555760832	2.39E-01	1.00E+00	False	0
LRRC70	0.0383555760832	2.39E-01	1.00E+00	False	0
GDF3	0.0383555760832	2.39E-01	1.00E+00	False	0
BRMS1	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-6791	0.0383555760832	2.39E-01	1.00E+00	False	0
MYO18A	0.0383555760832	2.39E-01	1.00E+00	False	0
WBSCR16	0.0383555760832	2.39E-01	1.00E+00	False	0
FBXO21	0.0383555760832	2.39E-01	1.00E+00	False	0
FAM107A	0.0383555760832	2.39E-01	1.00E+00	False	0
CLVS2	0.0383555760832	2.39E-01	1.00E+00	False	0
SYT15	0.0383555760832	2.39E-01	1.00E+00	False	0
NDN	0.0383555760832	2.39E-01	1.00E+00	False	0
DDX3X	0.0383555760832	2.39E-01	1.00E+00	False	0
AMOT	0.0383555760832	2.39E-01	1.00E+00	False	0
LSM11	0.0383555760832	2.39E-01	1.00E+00	False	0
NOB1	0.0383555760832	2.39E-01	1.00E+00	False	0
CYB5D1	0.0383555760832	2.39E-01	1.00E+00	False	0
BST2	0.0383555760832	2.39E-01	1.00E+00	False	0
OR52E8	0.0383555760832	2.39E-01	1.00E+00	False	0
CINP	0.0383555760832	2.39E-01	1.00E+00	False	0
XKR7	0.0383555760832	2.39E-01	1.00E+00	False	0
ARMC7	0.0383555760832	2.39E-01	1.00E+00	False	0
TOP1	0.0383555760832	2.39E-01	1.00E+00	False	0
TAZ	0.0383555760832	2.39E-01	1.00E+00	False	0
PELI2	0.0383555760832	2.39E-01	1.00E+00	False	0
SRPK2	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-1234	0.0383555760832	2.39E-01	1.00E+00	False	0
TMEM47	0.0383555760832	2.39E-01	1.00E+00	False	0
IGSF23	0.0383555760832	2.39E-01	1.00E+00	False	0
DNAJC30	0.0383555760832	2.39E-01	1.00E+00	False	0
TMPRSS2	0.0383555760832	2.39E-01	1.00E+00	False	0
COMMD8	0.0383555760832	2.39E-01	1.00E+00	False	0
COMMD2	0.0383555760832	2.39E-01	1.00E+00	False	0
POLR2K	0.0383555760832	2.39E-01	1.00E+00	False	0
DHFR	0.0383555760832	2.39E-01	1.00E+00	False	0
NUP37	0.0383555760832	2.39E-01	1.00E+00	False	0
SLC1A7	0.0383555760832	2.39E-01	1.00E+00	False	0
PDF	0.0383555760832	2.39E-01	1.00E+00	False	0
DPP4	0.0383555760832	2.39E-01	1.00E+00	False	0
DPP6	0.0383555760832	2.39E-01	1.00E+00	False	0
CNP	0.0383555760832	2.39E-01	1.00E+00	False	0
OTUD1	0.0383555760832	2.39E-01	1.00E+00	False	0
PIP5K1C	0.0383555760832	2.39E-01	1.00E+00	False	0
PHF19	0.0383555760832	2.39E-01	1.00E+00	False	0
UBN1	0.0383555760832	2.39E-01	1.00E+00	False	0
ALX3	0.0383555760832	2.39E-01	1.00E+00	False	0
COL24A1	0.0383555760832	2.39E-01	1.00E+00	False	0
CC2D1B	0.0383555760832	2.39E-01	1.00E+00	False	0
APLP2	0.0383555760832	2.39E-01	1.00E+00	False	0
NADK	0.0383555760832	2.39E-01	1.00E+00	False	0
IFNA10	0.0383555760832	2.39E-01	1.00E+00	False	0
ZC3H7A	0.0383555760832	2.39E-01	1.00E+00	False	0
OR6N1	0.0383555760832	2.39E-01	1.00E+00	False	0
STATH	0.0383555760832	2.39E-01	1.00E+00	False	0
BMPR1A	0.0383555760832	2.39E-01	1.00E+00	False	0
ZNF79	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-369	0.0383555760832	2.39E-01	1.00E+00	False	0
FZR1	0.0383555760832	2.39E-01	1.00E+00	False	0
PSPH	0.0383555760832	2.39E-01	1.00E+00	False	0
KRBOX4	0.0383555760832	2.39E-01	1.00E+00	False	0
SELP	0.0383555760832	2.39E-01	1.00E+00	False	0
TRIM56	0.0415076451856	2.39E-01	1.00E+00	False	1
ZNF558	0.0415076451856	2.39E-01	1.00E+00	False	1
CLEC2A	0.0415197996937	2.39E-01	1.00E+00	False	1
TNFRSF25	0.0415279026991	2.39E-01	1.00E+00	False	1
C9orf62	0.0415603147207	2.39E-01	1.00E+00	False	1
CLEC4A	0.0415603147207	2.39E-01	1.00E+00	False	1
TAGLN3	0.0415603147207	2.39E-01	1.00E+00	False	1
AKR1B15	0.0415603147207	2.39E-01	1.00E+00	False	1
HMGN1	0.0415603147207	2.39E-01	1.00E+00	False	1
MEF2BNB	0.0415603147207	2.39E-01	1.00E+00	False	1
HMGCLL1	0.0415603147207	2.39E-01	1.00E+00	False	1
RAB11FIP1	0.0415967782451	2.40E-01	1.00E+00	False	1
LMX1B	0.0417021173153	2.41E-01	1.00E+00	False	1
OR2T35	0.0417021173153	2.41E-01	1.00E+00	False	1
RASA3	0.0417021173153	2.41E-01	1.00E+00	False	1
ITGB8	0.0417021173153	2.41E-01	1.00E+00	False	1
RFPL2	0.0417021173153	2.41E-01	1.00E+00	False	1
PLSCR1	0.0417021173153	2.41E-01	1.00E+00	False	1
DUS4L	0.0417021173153	2.41E-01	1.00E+00	False	1
ARGFX	0.0417021173153	2.41E-01	1.00E+00	False	1
PYGM	0.0417021173153	2.41E-01	1.00E+00	False	1
BTBD16	0.0417021173153	2.41E-01	1.00E+00	False	1
TENM1	0.0417021173153	2.41E-01	1.00E+00	False	1
PRR25	0.0417021173153	2.41E-01	1.00E+00	False	1
METTL25	0.0417021173153	2.41E-01	1.00E+00	False	1
USP26	0.0417021173153	2.41E-01	1.00E+00	False	1
DEAF1	0.0417021173153	2.41E-01	1.00E+00	False	1
RAB4B	0.0417021173153	2.41E-01	1.00E+00	False	1
CD48	0.0417021173153	2.41E-01	1.00E+00	False	1
APOBEC4	0.0417021173153	2.41E-01	1.00E+00	False	1
FAM175B	0.0417021173153	2.41E-01	1.00E+00	False	1
TSPAN31	0.0418034048829	2.41E-01	1.00E+00	False	1
ECM2	0.0418115078883	2.41E-01	1.00E+00	False	1
DCX	0.0418277138991	2.41E-01	1.00E+00	False	1
GADL1	0.0418277138991	2.41E-01	1.00E+00	False	1
CLEC4C	0.0418520229153	2.41E-01	1.00E+00	False	1
EXTL3	0.0418520229153	2.41E-01	1.00E+00	False	1
FUT3	0.0418520229153	2.41E-01	1.00E+00	False	1
ESCO1	0.0418682289261	2.41E-01	1.00E+00	False	1
TNP1	0.0418884864396	2.41E-01	1.00E+00	False	1
SHD	0.0418884864396	2.41E-01	1.00E+00	False	1
DAPL1	0.0419411559748	2.41E-01	1.00E+00	False	1
ACTR1A	0.0419411559748	2.41E-01	1.00E+00	False	1
TCEAL1	0.0419411559748	2.41E-01	1.00E+00	False	1
PLLP	0.0419411559748	2.41E-01	1.00E+00	False	1
CDK5R2	0.0419411559748	2.41E-01	1.00E+00	False	1
FAM89A	0.0419735679964	2.41E-01	1.00E+00	False	1
PSMD8	0.0419938255099	2.41E-01	1.00E+00	False	1
LCK	0.0419938255099	2.41E-01	1.00E+00	False	1
ZNF407	0.0419938255099	2.41E-01	1.00E+00	False	1
KIFAP3	0.0419938255099	2.41E-01	1.00E+00	False	1
TIGD2	0.0420181345261	2.41E-01	1.00E+00	False	1
DBC1	0.0420302890342	2.41E-01	1.00E+00	False	1
CLDN14	0.0420383920396	2.41E-01	1.00E+00	False	1
GLDC	0.042277430699	2.41E-01	1.00E+00	False	1
ANAPC7	0.042277430699	2.41E-01	1.00E+00	False	1
PFN3	0.042277430699	2.41E-01	1.00E+00	False	1
LHX6	0.042277430699	2.41E-01	1.00E+00	False	1
SLC38A9	0.042277430699	2.41E-01	1.00E+00	False	1
RRP1	0.042277430699	2.41E-01	1.00E+00	False	1
ZNF330	0.042277430699	2.41E-01	1.00E+00	False	1
GRIN3B	0.042277430699	2.41E-01	1.00E+00	False	1
FAM219B	0.042277430699	2.41E-01	1.00E+00	False	1
SYNE3	0.042277430699	2.41E-01	1.00E+00	False	1
NEDD1	0.042277430699	2.41E-01	1.00E+00	False	1
AARS	0.042277430699	2.41E-01	1.00E+00	False	1
ZNF620	0.042277430699	2.41E-01	1.00E+00	False	1
BPIFB1	0.042277430699	2.41E-01	1.00E+00	False	1
MOCS3	0.042277430699	2.41E-01	1.00E+00	False	1
AQP1	0.042277430699	2.41E-01	1.00E+00	False	1
HDAC1	0.042277430699	2.41E-01	1.00E+00	False	1
TMEM104	0.042277430699	2.41E-01	1.00E+00	False	1
ATP5O	0.042277430699	2.41E-01	1.00E+00	False	1
TMEM180	0.042277430699	2.41E-01	1.00E+00	False	1
PPL	0.042277430699	2.41E-01	1.00E+00	False	1
SLC38A11	0.042277430699	2.41E-01	1.00E+00	False	1
C14orf182	0.042277430699	2.41E-01	1.00E+00	False	1
GRM7	0.042277430699	2.41E-01	1.00E+00	False	1
TP53	0.042277430699	2.41E-01	1.00E+00	False	1
ATRAID	0.042277430699	2.41E-01	1.00E+00	False	1
KIAA1755	0.042277430699	2.41E-01	1.00E+00	False	1
FBXL18	0.042277430699	2.41E-01	1.00E+00	False	1
PRAMEF4	0.042277430699	2.41E-01	1.00E+00	False	1
CHD1	0.042277430699	2.41E-01	1.00E+00	False	1
SIKE1	0.042277430699	2.41E-01	1.00E+00	False	1
GFOD1	0.042277430699	2.41E-01	1.00E+00	False	1
P4HA2	0.042277430699	2.41E-01	1.00E+00	False	1
ADAM33	0.042277430699	2.41E-01	1.00E+00	False	1
hsa-mir-610	0.042277430699	2.41E-01	1.00E+00	False	1
SCARA3	0.042277430699	2.41E-01	1.00E+00	False	1
C17orf78	0.042277430699	2.41E-01	1.00E+00	False	1
LETMD1	0.042277430699	2.41E-01	1.00E+00	False	1
ST3GAL3	0.042277430699	2.41E-01	1.00E+00	False	1
GPR133	0.042277430699	2.41E-01	1.00E+00	False	1
ASB8	0.042277430699	2.41E-01	1.00E+00	False	1
ACYP2	0.042277430699	2.41E-01	1.00E+00	False	1
FMO4	0.042277430699	2.41E-01	1.00E+00	False	1
AHNAK2	0.042277430699	2.41E-01	1.00E+00	False	1
SPATS2L	0.042536726872	2.41E-01	1.00E+00	False	1
SRM	0.042536726872	2.41E-01	1.00E+00	False	1
OR13F1	0.0425610358882	2.41E-01	1.00E+00	False	1
ELOVL7	0.0425610358882	2.41E-01	1.00E+00	False	1
SYT2	0.0428324865693	2.44E-01	1.00E+00	False	1
VSNL1	0.0428324865693	2.44E-01	1.00E+00	False	0
P2RX4	0.0428324865693	2.44E-01	1.00E+00	False	0
VTI1A	0.0428324865693	2.44E-01	1.00E+00	False	0
TCP10L	0.0428324865693	2.44E-01	1.00E+00	False	0
hsa-mir-1296	0.0428324865693	2.44E-01	1.00E+00	False	1
OAZ3	0.0428324865693	2.44E-01	1.00E+00	False	1
BTNL3	0.0428324865693	2.44E-01	1.00E+00	False	0
PIH1D1	0.0428324865693	2.44E-01	1.00E+00	False	0
EFCAB2	0.0428324865693	2.44E-01	1.00E+00	False	0
NMT1	0.0428324865693	2.44E-01	1.00E+00	False	0
PRKACA	0.0428324865693	2.44E-01	1.00E+00	False	0
H1FNT	0.0428324865693	2.44E-01	1.00E+00	False	1
hsa-mir-5192	0.0428324865693	2.44E-01	1.00E+00	False	1
hsa-mir-4420	0.0428324865693	2.44E-01	1.00E+00	False	0
PCDH18	0.0428324865693	2.44E-01	1.00E+00	False	0
PPP1R12B	0.0428324865693	2.44E-01	1.00E+00	False	0
CRELD1	0.0428324865693	2.44E-01	1.00E+00	False	0
SYNGR1	0.0428324865693	2.44E-01	1.00E+00	False	0
SPNS3	0.0428324865693	2.44E-01	1.00E+00	False	0
FBXO5	0.0428324865693	2.44E-01	1.00E+00	False	0
PAX5	0.0428324865693	2.44E-01	1.00E+00	False	0
hsa-mir-4276	0.0428324865693	2.44E-01	1.00E+00	False	0
FIGNL1	0.0428324865693	2.44E-01	1.00E+00	False	0
FAM83B	0.0428324865693	2.44E-01	1.00E+00	False	1
SCG3	0.0428324865693	2.44E-01	1.00E+00	False	0
C19orf44	0.0428324865693	2.44E-01	1.00E+00	False	1
ALK	0.0428324865693	2.44E-01	1.00E+00	False	0
RTBDN	0.0428324865693	2.44E-01	1.00E+00	False	0
DNAJC2	0.0428324865693	2.44E-01	1.00E+00	False	0
TAS2R38	0.0428324865693	2.44E-01	1.00E+00	False	0
SULT4A1	0.0428324865693	2.44E-01	1.00E+00	False	0
RRAGD	0.0428324865693	2.44E-01	1.00E+00	False	0
MNF1	0.0428324865693	2.44E-01	1.00E+00	False	0
TOP3B	0.0428324865693	2.44E-01	1.00E+00	False	0
PGRMC2	0.0428324865693	2.44E-01	1.00E+00	False	0
METTL1	0.0428324865693	2.44E-01	1.00E+00	False	0
LAMA4	0.0428324865693	2.44E-01	1.00E+00	False	1
ZNF446	0.0428324865693	2.44E-01	1.00E+00	False	0
ASB7	0.0428324865693	2.44E-01	1.00E+00	False	0
C9orf37	0.0428324865693	2.44E-01	1.00E+00	False	0
MOSPD1	0.0428324865693	2.44E-01	1.00E+00	False	1
OR1K1	0.0428324865693	2.44E-01	1.00E+00	False	0
CABP7	0.0430998857476	2.44E-01	1.00E+00	False	1
CAMKV	0.0431120402557	2.44E-01	1.00E+00	False	1
NDFIP1	0.0431282462665	2.44E-01	1.00E+00	False	1
STRA13	0.0431282462665	2.44E-01	1.00E+00	False	1
USP11	0.0431404007746	2.44E-01	1.00E+00	False	1
CDC42SE2	0.0431647097909	2.44E-01	1.00E+00	False	1
CSAG1	0.0431647097909	2.44E-01	1.00E+00	False	1
FASTKD2	0.0431647097909	2.44E-01	1.00E+00	False	1
PLA2G2A	0.0431930703098	2.44E-01	1.00E+00	False	1
SNED1	0.0431930703098	2.44E-01	1.00E+00	False	1
PLA2G7	0.0433146153908	2.45E-01	1.00E+00	False	1
KLHL17	0.0433146153908	2.45E-01	1.00E+00	False	1
NUP62	0.0433146153908	2.45E-01	1.00E+00	False	1
HESX1	0.0433146153908	2.45E-01	1.00E+00	False	1
CERS5	0.0433146153908	2.45E-01	1.00E+00	False	1
ESAM	0.0433146153908	2.45E-01	1.00E+00	False	1
ZMYND19	0.0433146153908	2.45E-01	1.00E+00	False	1
GRM3	0.0433146153908	2.45E-01	1.00E+00	False	1
METTL21B	0.0433146153908	2.45E-01	1.00E+00	False	1
EMC7	0.0433146153908	2.45E-01	1.00E+00	False	1
DHX37	0.0433146153908	2.45E-01	1.00E+00	False	1
SSTR4	0.0433146153908	2.45E-01	1.00E+00	False	1
CDH3	0.0433146153908	2.45E-01	1.00E+00	False	1
SLC6A8	0.0433146153908	2.45E-01	1.00E+00	False	1
RTKN2	0.0433146153908	2.45E-01	1.00E+00	False	1
PCDHA8	0.0433146153908	2.45E-01	1.00E+00	False	1
CATSPER4	0.0433146153908	2.45E-01	1.00E+00	False	1
CLECL1	0.0434361604719	2.45E-01	1.00E+00	False	1
FOXN1	0.0434645209908	2.45E-01	1.00E+00	False	1
TMED5	0.0434645209908	2.45E-01	1.00E+00	False	1
AZU1	0.0434645209908	2.45E-01	1.00E+00	False	1
APMAP	0.0434645209908	2.45E-01	1.00E+00	False	1
PCK2	0.0434645209908	2.45E-01	1.00E+00	False	1
GCNT3	0.0438615682557	2.52E-01	1.00E+00	False	0
BTG2	0.0438615682557	2.52E-01	1.00E+00	False	0
SLC18A3	0.0438615682557	2.52E-01	1.00E+00	False	0
SERPINB6	0.0438615682557	2.52E-01	1.00E+00	False	0
SCGB1C1	0.0438615682557	2.52E-01	1.00E+00	False	0
FAM102A	0.0438615682557	2.52E-01	1.00E+00	False	0
LHX3	0.0438615682557	2.52E-01	1.00E+00	False	0
PRTN3	0.0438615682557	2.52E-01	1.00E+00	False	0
GALNS	0.0438615682557	2.52E-01	1.00E+00	False	0
DENND1B	0.0438615682557	2.52E-01	1.00E+00	False	0
hsa-mir-6128	0.0438615682557	2.52E-01	1.00E+00	False	0
IL10	0.0438615682557	2.52E-01	1.00E+00	False	0
SUCNR1	0.0438615682557	2.52E-01	1.00E+00	False	0
RSC1A1	0.0438615682557	2.52E-01	1.00E+00	False	0
hsa-mir-4451	0.0438615682557	2.52E-01	1.00E+00	False	0
DDB2	0.0438615682557	2.52E-01	1.00E+00	False	0
